,crime_place,crime_cnt
2944,김천,3
2945,김해,1
2946,남양주,1
2947,논산,1
2948,대구_남구,0
2949,대구_달서,1
2950,대구_달성군,0
2951,대구_동구,2
2952,대구_북구,6
2953,대구_서구,1
2954,대구_수성,5
2955,대구_중구,3
2956,대전_대덕,4
2957,대전_동구,2
2958,대전_서구,1
2959,대전_유성,6
2960,대전_중구,2
2961,도시이외,60
2962,목포,6
2963,범죄분류,수뢰
2964,부산_강서,8
2965,부산_금정,5
2966,부산_기장군,5
2967,부산_남구,2
2968,부산_동구,0
2969,부산_동래,6
2970,부산_부산진,3
2971,부산_북구,2
2972,부산_사상,8
2973,부산_사하,1
2974,부산_서구,0
2975,부산_수영,2
2976,부산_연제,3
2977,부산_영도,4
2978,부산_중구,1
2979,부산_해운대,9
2980,부천,3
2981,서산,2
2982,서울_강남,29
2983,서울_강동,2
2984,서울_강북,2
2985,서울_강서,3
2986,서울_관악,2
2987,서울_광진,7
2988,서울_구로,2
2989,서울_금천,0
2990,서울_노원,1
2991,서울_도봉,1
2992,서울_동대문,3
2993,서울_동작,3
2994,서울_마포,2
2995,서울_서대문,2
2996,서울_서초,22
2997,서울_성동,3
2998,서울_성북,5
2999,서울_송파,9
3000,서울_양천,3
3001,서울_영등포,8
3002,서울_용산,2
3003,서울_은평,3
3004,서울_종로,13
3005,서울_중구,4
3006,서울_중랑,1
3007,성남,6
3008,수원,6
3009,순천,2
3010,시흥,2
3011,아산,1
3012,안동,1
3013,안산,5
3014,안양,5
3015,양산,1
3016,여수,2
3017,용인,7
3018,울산_남구,1
3019,울산_동구,0
3020,울산_북구,0
3021,울산_울주군,4
3022,울산_중구,1
3023,원주,4
3024,의정부,4
3025,이천,3
3026,익산,4
3027,인천_강화군,0
3028,인천_계양,1
3029,인천_남동,1
3030,인천_동구,1
3031,인천_미추홀,3
3032,인천_부평,0
3033,인천_서구,4
3034,인천_연수,2
3035,인천_옹진군,0
3036,인천_중구,1
3037,전주,9
3038,정읍,0
3039,제주,2
3040,제천,0
3041,진주,1
3042,창원,9
3043,천안,4
3044,청주,6
3045,춘천,2
3046,충주,4
3047,파주,0
3048,평택,2
3049,포항,4
3050,강릉,2
3051,거제,0
3052,경산,0
3053,경주,1
3054,고양,1
3055,광명,0
3056,광주_광산,2
3057,광주_남구,0
3058,광주_동구,1
3059,광주_북구,0
3060,광주_서구,0
3061,구리,0
3062,구미,1
3063,군산,1
3064,군포,0
3065,기타 도시,36
3066,김천,0
3067,김해,0
3068,남양주,1
3069,논산,0
3070,대구_남구,0
3071,대구_달서,1
3072,대구_달성군,0
3073,대구_동구,0
3074,대구_북구,0
3075,대구_서구,0
3076,대구_수성,2
3077,대구_중구,1
3078,대전_대덕,4
3079,대전_동구,1
3080,대전_서구,0
3081,대전_유성,3
3082,대전_중구,1
3083,도시이외,14
3084,목포,1
3085,범죄분류,증뢰
3086,부산_강서,1
3087,부산_금정,2
3088,부산_기장군,0
3089,부산_남구,0
3090,부산_동구,0
3091,부산_동래,2
3092,부산_부산진,1
3093,부산_북구,1
3094,부산_사상,1
3095,부산_사하,1
3096,부산_서구,0
3097,부산_수영,2
3098,부산_연제,3
3099,부산_영도,2
3100,부산_중구,1
3101,부산_해운대,3
3102,부천,1
3103,서산,1
3104,서울_강남,19
3105,서울_강동,0
3106,서울_강북,0
3107,서울_강서,0
3108,서울_관악,0
3109,서울_광진,0
3110,서울_구로,1
3111,서울_금천,0
3112,서울_노원,0
3113,서울_도봉,0
3114,서울_동대문,1
3115,서울_동작,0
3116,서울_마포,0
3117,서울_서대문,2
3118,서울_서초,6
3119,서울_성동,2
3120,서울_성북,2
3121,서울_송파,3
3122,서울_양천,0
3123,서울_영등포,2
3124,서울_용산,5
3125,서울_은평,1
3126,서울_종로,3
3127,서울_중구,4
3128,서울_중랑,0
3129,성남,4
3130,수원,4
3131,순천,0
3132,시흥,1
3133,아산,0
3134,안동,0
3135,안산,3
3136,안양,0
3137,양산,0
3138,여수,0
3139,용인,3
3140,울산_남구,1
3141,울산_동구,0
3142,울산_북구,0
3143,울산_울주군,1
3144,울산_중구,0
3145,원주,2
3146,의정부,3
3147,이천,0
3148,익산,1
3149,인천_강화군,0
3150,인천_계양,1
3151,인천_남동,1
3152,인천_동구,0
3153,인천_미추홀,1
3154,인천_부평,0
3155,인천_서구,2
3156,인천_연수,0
3157,인천_옹진군,0
3158,인천_중구,1
3159,전주,3
3160,정읍,0
3161,제주,0
3162,제천,0
3163,진주,1
3164,창원,2
3165,천안,2
3166,청주,0
3167,춘천,0
3168,충주,2
3169,파주,1
3170,평택,2
3171,포항,1
3172,강릉,14
3173,거제,27
3174,경산,79
3175,경주,24
3176,고양,132
3177,광명,33
3178,광주_광산,41
3179,광주_남구,26
3180,광주_동구,13
3181,광주_북구,49
3182,광주_서구,52
3183,구리,13
3184,구미,61
3185,군산,118
3186,군포,18
3187,기타 도시,1098
3188,김천,26
3189,김해,60
3190,남양주,53
3191,논산,5
3192,대구_남구,31
3193,대구_달서,89
3194,대구_달성군,16
3195,대구_동구,66
3196,대구_북구,91
3197,대구_서구,26
3198,대구_수성,75
3199,대구_중구,25
3200,대전_대덕,10
3201,대전_동구,9
3202,대전_서구,50
3203,대전_유성,19
3204,대전_중구,23
3205,도시이외,656
3206,목포,56
3207,범죄분류,도박과 복표
3208,부산_강서,10
3209,부산_금정,126
3210,부산_기장군,9
3211,부산_남구,41
3212,부산_동구,18
3213,부산_동래,19
3214,부산_부산진,64
3215,부산_북구,48
3216,부산_사상,44
3217,부산_사하,77
3218,부산_서구,37
3219,부산_수영,10
3220,부산_연제,279
3221,부산_영도,7
3222,부산_중구,25
3223,부산_해운대,24
3224,부천,104
3225,서산,12
3226,서울_강남,127
3227,서울_강동,31
3228,서울_강북,25
3229,서울_강서,29
3230,서울_관악,38
3231,서울_광진,78
3232,서울_구로,37
3233,서울_금천,34
3234,서울_노원,38
3235,서울_도봉,28
3236,서울_동대문,41
3237,서울_동작,24
3238,서울_마포,55
3239,서울_서대문,20
3240,서울_서초,31
3241,서울_성동,25
3242,서울_성북,22
3243,서울_송파,31
3244,서울_양천,41
3245,서울_영등포,38
3246,서울_용산,29
3247,서울_은평,59
3248,서울_종로,43
3249,서울_중구,50
3250,서울_중랑,83
3251,성남,172
3252,수원,306
3253,순천,23
3254,시흥,54
3255,아산,43
3256,안동,49
3257,안산,102
3258,안양,139
3259,양산,13
3260,여수,44
3261,용인,77
3262,울산_남구,192
3263,울산_동구,24
3264,울산_북구,10
3265,울산_울주군,16
3266,울산_중구,81
3267,원주,139
3268,의정부,64
3269,이천,26
3270,익산,35
3271,인천_강화군,6
3272,인천_계양,98
3273,인천_남동,182
3274,인천_동구,12
3275,인천_미추홀,62
3276,인천_부평,53
3277,인천_서구,39
3278,인천_연수,20
3279,인천_옹진군,1
3280,인천_중구,23
3281,전주,112
3282,정읍,10
3283,제주,75
3284,제천,10
3285,진주,34
3286,창원,93
3287,천안,45
3288,청주,97
3289,춘천,110
3290,충주,28
3291,파주,32
3292,평택,61
3293,포항,79
3294,강릉,3
3295,거제,1
3296,경산,1
3297,경주,3
3298,고양,3
3299,광명,0
3300,광주_광산,0
3301,광주_남구,0
3302,광주_동구,1
3303,광주_북구,1
3304,광주_서구,2
3305,구리,1
3306,구미,2
3307,군산,5
3308,군포,1
3309,기타 도시,49
3310,김천,3
3311,김해,4
3312,남양주,1
3313,논산,3
3314,대구_남구,0
3315,대구_달서,0
3316,대구_달성군,0
3317,대구_동구,1
3318,대구_북구,1
3319,대구_서구,0
3320,대구_수성,1
3321,대구_중구,0
3322,대전_대덕,0
3323,대전_동구,0
3324,대전_서구,1
3325,대전_유성,0
3326,대전_중구,0
3327,도시이외,70
3328,목포,1
3329,범죄분류,신앙
3330,부산_강서,0
3331,부산_금정,0
3332,부산_기장군,0
3333,부산_남구,0
3334,부산_동구,0
3335,부산_동래,0
3336,부산_부산진,0
3337,부산_북구,0
3338,부산_사상,0
3339,부산_사하,0
3340,부산_서구,0
3341,부산_수영,0
3342,부산_연제,0
3343,부산_영도,1
3344,부산_중구,0
3345,부산_해운대,1
3346,부천,0
3347,서산,3
3348,서울_강남,6
3349,서울_강동,7
3350,서울_강북,0
3351,서울_강서,86
3352,서울_관악,0
3353,서울_광진,3
3354,서울_구로,1
3355,서울_금천,1
3356,서울_노원,3
3357,서울_도봉,0
3358,서울_동대문,0
3359,서울_동작,0
3360,서울_마포,0
3361,서울_서대문,0
3362,서울_서초,2
3363,서울_성동,1
3364,서울_성북,0
3365,서울_송파,0
3366,서울_양천,1
3367,서울_영등포,2
3368,서울_용산,0
3369,서울_은평,0
3370,서울_종로,1
3371,서울_중구,1
3372,서울_중랑,1
3373,성남,2
3374,수원,15
3375,순천,2
3376,시흥,2
3377,아산,0
3378,안동,8
3379,안산,1
3380,안양,0
3381,양산,0
3382,여수,3
3383,용인,0
3384,울산_남구,0
3385,울산_동구,0
3386,울산_북구,1
3387,울산_울주군,1
3388,울산_중구,0
3389,원주,1
3390,의정부,0
3391,이천,6
3392,익산,1
3393,인천_강화군,0
3394,인천_계양,0
3395,인천_남동,0
3396,인천_동구,0
3397,인천_미추홀,0
3398,인천_부평,0
3399,인천_서구,0
3400,인천_연수,0
3401,인천_옹진군,0
3402,인천_중구,0
3403,전주,1
3404,정읍,6
3405,제주,9
3406,제천,3
3407,진주,3
3408,창원,2
3409,천안,3
3410,청주,4
3411,춘천,6
3412,충주,0
3413,파주,2
3414,평택,1
3415,포항,2
3416,강릉,12
3417,거제,9
3418,경산,16
3419,경주,14
3420,고양,61
3421,광명,20
3422,광주_광산,16
3423,광주_남구,10
3424,광주_동구,9
3425,광주_북구,21
3426,광주_서구,13
3427,구리,9
3428,구미,22
3429,군산,15
3430,군포,5
3431,기타 도시,268
3432,김천,7
3433,김해,20
3434,남양주,36
3435,논산,2
3436,대구_남구,5
3437,대구_달서,35
3438,대구_달성군,9
3439,대구_동구,16
3440,대구_북구,25
3441,대구_서구,10
3442,대구_수성,19
3443,대구_중구,8
3444,대전_대덕,10
3445,대전_동구,19
3446,대전_서구,46
3447,대전_유성,12
3448,대전_중구,17
3449,도시이외,82
3450,목포,16
3451,범죄분류,기타 음란행위
3452,부산_강서,5
3453,부산_금정,14
3454,부산_기장군,10
3455,부산_남구,14
3456,부산_동구,8
3457,부산_동래,12
3458,부산_부산진,34
3459,부산_북구,12
3460,부산_사상,15
3461,부산_사하,10
3462,부산_서구,2
3463,부산_수영,17
3464,부산_연제,9
3465,부산_영도,2
3466,부산_중구,4
3467,부산_해운대,20
3468,부천,70
3469,서산,4
3470,서울_강남,31
3471,서울_강동,33
3472,서울_강북,27
3473,서울_강서,30
3474,서울_관악,49
3475,서울_광진,37
3476,서울_구로,32
3477,서울_금천,22
3478,서울_노원,30
3479,서울_도봉,15
3480,서울_동대문,21
3481,서울_동작,34
3482,서울_마포,36
3483,서울_서대문,18
3484,서울_서초,34
3485,서울_성동,20
3486,서울_성북,29
3487,서울_송파,41
3488,서울_양천,32
3489,서울_영등포,53
3490,서울_용산,19
3491,서울_은평,23
3492,서울_종로,10
3493,서울_중구,27
3494,서울_중랑,27
3495,성남,64
3496,수원,106
3497,순천,12
3498,시흥,27
3499,아산,11
3500,안동,4
3501,안산,65
3502,안양,48
3503,양산,9
3504,여수,14
3505,용인,45
3506,울산_남구,29
3507,울산_동구,10
3508,울산_북구,9
3509,울산_울주군,13
3510,울산_중구,10
3511,원주,24
3512,의정부,32
3513,이천,12
3514,익산,12
3515,인천_강화군,1
3516,인천_계양,27
3517,인천_남동,51
3518,인천_동구,7
3519,인천_미추홀,40
3520,인천_부평,58
3521,인천_서구,34
3522,인천_연수,17
3523,인천_옹진군,0
3524,인천_중구,11
3525,전주,29
3526,정읍,1
3527,제주,50
3528,제천,3
3529,진주,16
3530,창원,33
3531,천안,37
3532,청주,54
3533,춘천,4
3534,충주,6
3535,파주,10
3536,평택,29
3537,포항,16
3538,강릉,23
3539,거제,8
3540,경산,15
3541,경주,6
3542,고양,75
3543,광명,21
3544,광주_광산,20
3545,광주_남구,10
3546,광주_동구,8
3547,광주_북구,17
3548,광주_서구,10
3549,구리,20
3550,구미,24
3551,군산,3
3552,군포,6
3553,기타 도시,317
3554,김천,9
3555,김해,31
3556,남양주,44
3557,논산,10
3558,대구_남구,16
3559,대구_달서,32
3560,대구_달성군,13
3561,대구_동구,23
3562,대구_북구,28
3563,대구_서구,16
3564,대구_수성,18
3565,대구_중구,19
3566,대전_대덕,10
3567,대전_동구,18
3568,대전_서구,17
3569,대전_유성,10
3570,대전_중구,10
3571,도시이외,249
3572,목포,12
3573,범죄분류,과실치사상
3574,부산_강서,7
3575,부산_금정,21
3576,부산_기장군,7
3577,부산_남구,21
3578,부산_동구,6
3579,부산_동래,10
3580,부산_부산진,33
3581,부산_북구,14
3582,부산_사상,10
3583,부산_사하,18
3584,부산_서구,9
3585,부산_수영,18
3586,부산_연제,10
3587,부산_영도,4
3588,부산_중구,7
3589,부산_해운대,20
3590,부천,28
3591,서산,11
3592,서울_강남,47
3593,서울_강동,26
3594,서울_강북,27
3595,서울_강서,34
3596,서울_관악,28
3597,서울_광진,17
3598,서울_구로,31
3599,서울_금천,15
3600,서울_노원,46
3601,서울_도봉,10
3602,서울_동대문,22
3603,서울_동작,25
3604,서울_마포,17
3605,서울_서대문,20
3606,서울_서초,48
3607,서울_성동,24
3608,서울_성북,17
3609,서울_송파,44
3610,서울_양천,22
3611,서울_영등포,19
3612,서울_용산,25
3613,서울_은평,34
3614,서울_종로,33
3615,서울_중구,37
3616,서울_중랑,24
3617,성남,37
3618,수원,78
3619,순천,10
3620,시흥,18
3621,아산,17
3622,안동,12
3623,안산,30
3624,안양,33
3625,양산,14
3626,여수,12
3627,용인,49
3628,울산_남구,17
3629,울산_동구,13
3630,울산_북구,5
3631,울산_울주군,11
3632,울산_중구,6
3633,원주,21
3634,의정부,36
3635,이천,26
3636,익산,10
3637,인천_강화군,2
3638,인천_계양,22
3639,인천_남동,32
3640,인천_동구,3
3641,인천_미추홀,43
3642,인천_부평,42
3643,인천_서구,33
3644,인천_연수,16
3645,인천_옹진군,0
3646,인천_중구,17
3647,전주,25
3648,정읍,3
3649,제주,37
3650,제천,7
3651,진주,14
3652,창원,69
3653,천안,28
3654,청주,62
3655,춘천,22
3656,충주,12
3657,파주,20
3658,평택,36
3659,포항,16
3660,강릉,19
3661,거제,18
3662,경산,13
3663,경주,25
3664,고양,63
3665,광명,14
3666,광주_광산,24
3667,광주_남구,7
3668,광주_동구,10
3669,광주_북구,23
3670,광주_서구,15
3671,구리,9
3672,구미,18
3673,군산,43
3674,군포,3
3675,기타 도시,527
3676,김천,15
3677,김해,25
3678,남양주,34
3679,논산,6
3680,대구_남구,20
3681,대구_달서,22
3682,대구_달성군,16
3683,대구_동구,18
3684,대구_북구,14
3685,대구_서구,10
3686,대구_수성,11
3687,대구_중구,16
3688,대전_대덕,5
3689,대전_동구,12
3690,대전_서구,18
3691,대전_유성,14
3692,대전_중구,13
3693,도시이외,543
3694,목포,15
3695,범죄분류,업무상 과실치사상
3696,부산_강서,21
3697,부산_금정,4
3698,부산_기장군,17
3699,부산_남구,15
3700,부산_동구,11
3701,부산_동래,33
3702,부산_부산진,38
3703,부산_북구,6
3704,부산_사상,17
3705,부산_사하,27
3706,부산_서구,22
3707,부산_수영,15
3708,부산_연제,15
3709,부산_영도,12
3710,부산_중구,8
3711,부산_해운대,24
3712,부천,41
3713,서산,11
3714,서울_강남,71
3715,서울_강동,35
3716,서울_강북,8
3717,서울_강서,29
3718,서울_관악,17
3719,서울_광진,7
3720,서울_구로,18
3721,서울_금천,11
3722,서울_노원,19
3723,서울_도봉,11
3724,서울_동대문,7
3725,서울_동작,10
3726,서울_마포,11
3727,서울_서대문,11
3728,서울_서초,44
3729,서울_성동,14
3730,서울_성북,12
3731,서울_송파,29
3732,서울_양천,17
3733,서울_영등포,27
3734,서울_용산,14
3735,서울_은평,14
3736,서울_종로,26
3737,서울_중구,24
3738,서울_중랑,16
3739,성남,47
3740,수원,61
3741,순천,12
3742,시흥,41
3743,아산,12
3744,안동,10
3745,안산,31
3746,안양,32
3747,양산,40
3748,여수,52
3749,용인,73
3750,울산_남구,28
3751,울산_동구,18
3752,울산_북구,11
3753,울산_울주군,18
3754,울산_중구,6
3755,원주,33
3756,의정부,12
3757,이천,23
3758,익산,17
3759,인천_강화군,7
3760,인천_계양,8
3761,인천_남동,19
3762,인천_동구,4
3763,인천_미추홀,14
3764,인천_부평,29
3765,인천_서구,41
3766,인천_연수,19
3767,인천_옹진군,12
3768,인천_중구,19
3769,전주,22
3770,정읍,8
3771,제주,58
3772,제천,15
3773,진주,12
3774,창원,55
3775,천안,42
3776,청주,66
3777,춘천,36
3778,충주,34
3779,파주,38
3780,평택,47
3781,포항,34
3782,강릉,12
3783,거제,4
3784,경산,20
3785,경주,10
3786,고양,47
3787,광명,4
3788,광주_광산,12
3789,광주_남구,11
3790,광주_동구,6
3791,광주_북구,10
3792,광주_서구,12
3793,구리,7
3794,구미,8
3795,군산,15
3796,군포,11
3797,기타 도시,316
3798,김천,13
3799,김해,20
3800,남양주,44
3801,논산,9
3802,대구_남구,2
3803,대구_달서,16
3804,대구_달성군,7
3805,대구_동구,10
3806,대구_북구,6
3807,대구_서구,5
3808,대구_수성,7
3809,대구_중구,6
3810,대전_대덕,6
3811,대전_동구,4
3812,대전_서구,14
3813,대전_유성,15
3814,대전_중구,10
3815,도시이외,241
3816,목포,12
3817,범죄분류,실화
3818,부산_강서,8
3819,부산_금정,5
3820,부산_기장군,2
3821,부산_남구,9
3822,부산_동구,7
3823,부산_동래,8
3824,부산_부산진,18
3825,부산_북구,7
3826,부산_사상,6
3827,부산_사하,6
3828,부산_서구,9
3829,부산_수영,8
3830,부산_연제,6
3831,부산_영도,15
3832,부산_중구,6
3833,부산_해운대,12
3834,부천,34
3835,서산,4
3836,서울_강남,37
3837,서울_강동,5
3838,서울_강북,13
3839,서울_강서,9
3840,서울_관악,18
3841,서울_광진,15
3842,서울_구로,10
3843,서울_금천,11
3844,서울_노원,10
3845,서울_도봉,15
3846,서울_동대문,11
3847,서울_동작,10
3848,서울_마포,8
3849,서울_서대문,15
3850,서울_서초,27
3851,서울_성동,10
3852,서울_성북,12
3853,서울_송파,25
3854,서울_양천,7
3855,서울_영등포,9
3856,서울_용산,7
3857,서울_은평,11
3858,서울_종로,12
3859,서울_중구,11
3860,서울_중랑,9
3861,성남,21
3862,수원,70
3863,순천,8
3864,시흥,28
3865,아산,33
3866,안동,5
3867,안산,35
3868,안양,30
3869,양산,14
3870,여수,26
3871,용인,48
3872,울산_남구,5
3873,울산_동구,5
3874,울산_북구,8
3875,울산_울주군,6
3876,울산_중구,5
3877,원주,17
3878,의정부,22
3879,이천,12
3880,익산,17
3881,인천_강화군,7
3882,인천_계양,9
3883,인천_남동,13
3884,인천_동구,1
3885,인천_미추홀,12
3886,인천_부평,18
3887,인천_서구,23
3888,인천_연수,10
3889,인천_옹진군,1
3890,인천_중구,8
3891,전주,21
3892,정읍,9
3893,제주,41
3894,제천,9
3895,진주,10
3896,창원,23
3897,천안,36
3898,청주,80
3899,춘천,17
3900,충주,20
3901,파주,25
3902,평택,46
3903,포항,30
3904,강릉,85
3905,거제,150
3906,경산,164
3907,경주,119
3908,고양,559
3909,광명,221
3910,광주_광산,170
3911,광주_남구,102
3912,광주_동구,139
3913,광주_북구,197
3914,광주_서구,195
3915,구리,121
3916,구미,182
3917,군산,145
3918,군포,107
3919,기타 도시,3263
3920,김천,59
3921,김해,274
3922,남양주,250
3923,논산,66
3924,대구_남구,75
3925,대구_달서,211
3926,대구_달성군,117
3927,대구_동구,166
3928,대구_북구,173
3929,대구_서구,85
3930,대구_수성,276
3931,대구_중구,127
3932,대전_대덕,68
3933,대전_동구,116
3934,대전_서구,237
3935,대전_유성,160
3936,대전_중구,174
3937,도시이외,1759
3938,목포,194
3939,범죄분류,명예
3940,부산_강서,71
3941,부산_금정,168
3942,부산_기장군,86
3943,부산_남구,175
3944,부산_동구,104
3945,부산_동래,190
3946,부산_부산진,366
3947,부산_북구,207
3948,부산_사상,216
3949,부산_사하,227
3950,부산_서구,103
3951,부산_수영,96
3952,부산_연제,243
3953,부산_영도,61
3954,부산_중구,80
3955,부산_해운대,327
3956,부천,562
3957,서산,120
3958,서울_강남,515
3959,서울_강동,173
3960,서울_강북,211
3961,서울_강서,374
3962,서울_관악,340
3963,서울_광진,225
3964,서울_구로,270
3965,서울_금천,157
3966,서울_노원,228
3967,서울_도봉,205
3968,서울_동대문,244
3969,서울_동작,223
3970,서울_마포,349
3971,서울_서대문,201
3972,서울_서초,453
3973,서울_성동,218
3974,서울_성북,226
3975,서울_송파,386
3976,서울_양천,277
3977,서울_영등포,308
3978,서울_용산,191
3979,서울_은평,247
3980,서울_종로,269
3981,서울_중구,260
3982,서울_중랑,202
3983,성남,613
3984,수원,746
3985,순천,183
3986,시흥,233
3987,아산,111
3988,안동,83
3989,안산,315
3990,안양,302
3991,양산,166
3992,여수,192
3993,용인,351
3994,울산_남구,186
3995,울산_동구,59
3996,울산_북구,49
3997,울산_울주군,84
3998,울산_중구,77
3999,원주,146
4000,의정부,250
4001,이천,95
4002,익산,133
4003,인천_강화군,37
4004,인천_계양,173
4005,인천_남동,267
4006,인천_동구,46
4007,인천_미추홀,275
4008,인천_부평,297
4009,인천_서구,264
4010,인천_연수,185
4011,인천_옹진군,5
4012,인천_중구,104
4013,전주,313
4014,정읍,70
4015,제주,336
4016,제천,49
4017,진주,174
4018,창원,503
4019,천안,383
4020,청주,438
4021,춘천,158
4022,충주,85
4023,파주,217
4024,평택,316
4025,포항,209
4026,강릉,51
4027,거제,85
4028,경산,56
4029,경주,81
4030,고양,210
4031,광명,33
4032,광주_광산,81
4033,광주_남구,51
4034,광주_동구,29
4035,광주_북구,87
4036,광주_서구,112
4037,구리,34
4038,구미,116
4039,군산,113
4040,군포,33
4041,기타 도시,1630
4042,김천,27
4043,김해,175
4044,남양주,127
4045,논산,47
4046,대구_남구,38
4047,대구_달서,107
4048,대구_달성군,33
4049,대구_동구,77
4050,대구_북구,87
4051,대구_서구,47
4052,대구_수성,65
4053,대구_중구,20
4054,대전_대덕,49
4055,대전_동구,50
4056,대전_서구,184
4057,대전_유성,67
4058,대전_중구,71
4059,도시이외,940
4060,목포,51
4061,범죄분류,권리행사 방해
4062,부산_강서,41
4063,부산_금정,47
4064,부산_기장군,38
4065,부산_남구,54
4066,부산_동구,22
4067,부산_동래,41
4068,부산_부산진,132
4069,부산_북구,51
4070,부산_사상,35
4071,부산_사하,89
4072,부산_서구,20
4073,부산_수영,24
4074,부산_연제,60
4075,부산_영도,38
4076,부산_중구,18
4077,부산_해운대,79
4078,부천,160
4079,서산,62
4080,서울_강남,175
4081,서울_강동,63
4082,서울_강북,70
4083,서울_강서,85
4084,서울_관악,79
4085,서울_광진,52
4086,서울_구로,54
4087,서울_금천,36
4088,서울_노원,52
4089,서울_도봉,51
4090,서울_동대문,55
4091,서울_동작,50
4092,서울_마포,44
4093,서울_서대문,37
4094,서울_서초,108
4095,서울_성동,65
4096,서울_성북,45
4097,서울_송파,87
4098,서울_양천,43
4099,서울_영등포,112
4100,서울_용산,45
4101,서울_은평,60
4102,서울_종로,36
4103,서울_중구,44
4104,서울_중랑,70
4105,성남,149
4106,수원,282
4107,순천,62
4108,시흥,85
4109,아산,83
4110,안동,41
4111,안산,164
4112,안양,72
4113,양산,95
4114,여수,66
4115,용인,163
4116,울산_남구,54
4117,울산_동구,34
4118,울산_북구,31
4119,울산_울주군,47
4120,울산_중구,48
4121,원주,101
4122,의정부,105
4123,이천,65
4124,익산,81
4125,인천_강화군,15
4126,인천_계양,68
4127,인천_남동,129
4128,인천_동구,15
4129,인천_미추홀,167
4130,인천_부평,109
4131,인천_서구,166
4132,인천_연수,84
4133,인천_옹진군,5
4134,인천_중구,40
4135,전주,237
4136,정읍,29
4137,제주,138
4138,제천,38
4139,진주,72
4140,창원,217
4141,천안,225
4142,청주,236
4143,춘천,42
4144,충주,55
4145,파주,119
4146,평택,172
4147,포항,138
4148,강릉,109
4149,거제,102
4150,경산,100
4151,경주,74
4152,고양,482
4153,광명,145
4154,광주_광산,165
4155,광주_남구,81
4156,광주_동구,112
4157,광주_북구,189
4158,광주_서구,175
4159,구리,128
4160,구미,122
4161,군산,69
4162,군포,103
4163,기타 도시,2098
4164,김천,59
4165,김해,205
4166,남양주,241
4167,논산,59
4168,대구_남구,71
4169,대구_달서,212
4170,대구_달성군,43
4171,대구_동구,164
4172,대구_북구,117
4173,대구_서구,139
4174,대구_수성,115
4175,대구_중구,84
4176,대전_대덕,48
4177,대전_동구,74
4178,대전_서구,182
4179,대전_유성,79
4180,대전_중구,145
4181,도시이외,1108
4182,목포,189
4183,범죄분류,신용업무 경매
4184,부산_강서,43
4185,부산_금정,87
4186,부산_기장군,50
4187,부산_남구,91
4188,부산_동구,98
4189,부산_동래,117
4190,부산_부산진,265
4191,부산_북구,124
4192,부산_사상,79
4193,부산_사하,81
4194,부산_서구,54
4195,부산_수영,77
4196,부산_연제,122
4197,부산_영도,53
4198,부산_중구,82
4199,부산_해운대,187
4200,부천,439
4201,서산,68
4202,서울_강남,371
4203,서울_강동,199
4204,서울_강북,243
4205,서울_강서,271
4206,서울_관악,298
4207,서울_광진,157
4208,서울_구로,239
4209,서울_금천,219
4210,서울_노원,151
4211,서울_도봉,83
4212,서울_동대문,222
4213,서울_동작,121
4214,서울_마포,170
4215,서울_서대문,138
4216,서울_서초,283
4217,서울_성동,122
4218,서울_성북,124
4219,서울_송파,309
4220,서울_양천,140
4221,서울_영등포,376
4222,서울_용산,192
4223,서울_은평,193
4224,서울_종로,269
4225,서울_중구,218
4226,서울_중랑,265
4227,성남,497
4228,수원,676
4229,순천,102
4230,시흥,228
4231,아산,118
4232,안동,63
4233,안산,429
4234,안양,300
4235,양산,119
4236,여수,136
4237,용인,234
4238,울산_남구,232
4239,울산_동구,81
4240,울산_북구,35
4241,울산_울주군,78
4242,울산_중구,96
4243,원주,170
4244,의정부,249
4245,이천,122
4246,익산,81
4247,인천_강화군,44
4248,인천_계양,142
4249,인천_남동,234
4250,인천_동구,28
4251,인천_미추홀,289
4252,인천_부평,281
4253,인천_서구,266
4254,인천_연수,92
4255,인천_옹진군,1
4256,인천_중구,96
4257,전주,162
4258,정읍,38
4259,제주,408
4260,제천,41
4261,진주,116
4262,창원,331
4263,천안,277
4264,청주,323
4265,춘천,85
4266,충주,71
4267,파주,148
4268,평택,363
4269,포항,147
4270,강릉,77
4271,거제,83
4272,경산,130
4273,경주,46
4274,고양,272
4275,광명,112
4276,광주_광산,94
4277,광주_남구,70
4278,광주_동구,40
4279,광주_북구,97
4280,광주_서구,76
4281,구리,73
4282,구미,121
4283,군산,152
4284,군포,57
4285,기타 도시,1612
4286,김천,47
4287,김해,147
4288,남양주,159
4289,논산,34
4290,대구_남구,64
4291,대구_달서,142
4292,대구_달성군,50
4293,대구_동구,99
4294,대구_북구,96
4295,대구_서구,79
4296,대구_수성,92
4297,대구_중구,56
4298,대전_대덕,63
4299,대전_동구,63
4300,대전_서구,131
4301,대전_유성,82
4302,대전_중구,102
4303,도시이외,1070
4304,목포,149
4305,범죄분류,주거 침입
4306,부산_강서,29
4307,부산_금정,77
4308,부산_기장군,36
4309,부산_남구,92
4310,부산_동구,41
4311,부산_동래,76
4312,부산_부산진,201
4313,부산_북구,53
4314,부산_사상,43
4315,부산_사하,70
4316,부산_서구,30
4317,부산_수영,66
4318,부산_연제,81
4319,부산_영도,27
4320,부산_중구,27
4321,부산_해운대,115
4322,부천,268
4323,서산,99
4324,서울_강남,282
